0_0,0_164_aout,0_164_bout,0_246_aout,0_246_bout,0_82_aout,0_82_bout,360_0,360_164_aout,360_164_bout,360_246_aout,360_246_bout,360_82_aout,360_82_bout,660_0,660_164_aout,660_164_bout,660_246_aout,660_246_bout,660_82_aout,660_82_bout,960_0,960_164_aout,960_164_bout,960_246_aout,960_246_bout,960_82_aout,960_82_bout
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
9642.2,9681.0,9580.6,9739.4,9782.6,9626.6,9794.8,9657.4,9775.2,9539.2,9702.2,9668.2,9640.6,9460.0,9544.8,9667.8,9341.2,9505.0,9476.2,9681.0,9413.4,8797.4,9202.6,8942.0,8532.6,9292.0,8865.2,9177.2
7966.0,7561.8,7555.2,7967.8,7071.4,7706.0,7952.2,7849.0,7543.4,7408.4,7528.4,7096.6,7345.6,7413.4,7700.6,7454.0,7129.0,7743.2,7424.0,7607.4,7319.6,6519.6,6615.8,6934.0,5772.8,6618.8,5770.4,6946.2
7289.4,6641.0,6373.2,7030.2,6421.4,6706.6,6944.8,6708.4,6174.8,6551.0,5407.2,6030.2,5530.4,6237.0,6641.6,6226.4,5948.6,6864.2,6481.2,7063.0,6316.4,5658.6,5405.8,5247.2,5138.2,4647.8,4314.4,5661.8
7138.8,5991.2,5895.0,6206.0,5774.2,6006.4,5943.6,5931.2,5563.8,6064.8,4775.8,5674.8,4938.6,5842.0,6392.0,5887.0,5407.8,6434.4,5354.6,6486.8,6177.8,5033.6,4997.2,4335.8,4749.4,3625.6,3174.2,4868.8
6706.0,5837.0,5603.4,5702.2,5441.4,5576.6,5451.2,5388.0,5310.6,5548.2,4515.8,5296.4,4854.2,5776.8,6216.2,5611.0,5197.8,5849.8,4995.0,6139.8,5737.6,4590.4,4479.6,3799.6,4391.8,3291.6,2721.2,4518.6
6049.8,5616.6,5345.4,5345.8,4908.0,5356.2,5121.4,5152.8,5170.0,5051.2,4471.4,4906.4,4768.4,5730.2,6017.6,5567.0,5117.2,5407.6,4839.8,5790.6,5315.0,4087.0,4156.8,3419.4,4162.4,3017.0,2692.6,4392.8
5586.0,5436.6,5039.2,5160.4,4531.2,5158.4,4789.0,4983.0,5105.2,4826.4,4477.0,4685.2,4789.8,5558.4,5862.8,5386.6,4976.0,5093.0,4673.2,5438.8,4937.8,3776.4,4037.8,3046.4,3992.2,2792.2,2673.8,4360.2
5345.6,5323.0,4861.0,5108.8,4360.8,5046.8,4543.0,4886.8,4898.8,4560.4,4503.4,4511.8,4784.8,5303.6,5529.6,5337.6,4938.0,4849.4,4613.2,5261.0,4624.0,3550.2,3892.0,2743.6,3801.6,2580.2,2655.2,4266.6
5190.4,5267.4,4829.2,5105.8,4192.2,4961.4,4086.0,4777.4,4791.6,4486.6,4419.0,4443.8,4775.0,5136.2,5291.0,5134.6,4847.8,4638.6,4516.6,4975.2,4319.8,3399.0,3636.4,2555.6,3630.4,2276.6,2599.2,4358.4
5145.8,5226.8,4716.0,5050.0,4012.6,4904.0,3856.8,4622.4,4700.8,4434.2,4290.2,4306.0,4713.2,4924.6,5213.8,4892.2,4767.2,4435.6,4425.8,4717.6,4129.8,3135.4,3428.4,2360.6,3562.2,2119.2,2522.6,4313.2
5019.4,5190.4,4622.6,4983.0,3764.6,4879.6,3778.2,4368.8,4593.4,4283.0,4200.0,4150.0,4692.4,4808.4,5207.0,4770.2,4821.8,4237.6,4330.6,4541.8,3972.4,2936.6,3232.8,2165.4,3391.8,1999.6,2460.0,4137.0
4927.2,5130.6,4569.0,4846.8,3627.4,4822.6,3690.0,4129.6,4594.0,4131.6,4089.4,4017.8,4689.0,4534.6,5147.8,4717.2,4792.0,4065.8,4196.2,4463.8,3868.8,2845.6,3067.8,2025.6,3256.6,1950.4,2411.0,3920.2
4877.6,5156.8,4542.2,4781.6,3465.8,4740.2,3631.0,3974.8,4610.6,4030.0,3973.0,3888.6,4618.0,4378.8,5066.6,4576.2,4696.2,3922.0,4074.6,4357.4,3819.4,2828.6,2900.8,1917.2,3184.8,1868.6,2275.6,3709.8
